TmStamp,GHI,DNI,DHI,DNI_extra,amb_temp,sol_azi,sol_zen,albedo,Measured POA,airmass,Hour
2021-05-04 06:03:00-07:00,110.8635025024414,523.267333984375,34.09308624267578,1342.9015060859572,9.34000015258789,76.6971730010003,80.72756657034392,0.20456285774707794,48.81987380981445,5.990846743338309,6.0
2021-05-04 06:04:00-07:00,114.466796875,533.2581787109375,34.674625396728516,1342.9015060859572,9.279999732971191,76.83291869694284,80.52974125601321,0.20392553508281708,51.89778137207031,5.875170079343894,6.0
2021-05-04 06:05:00-07:00,117.77549743652344,541.310546875,34.945980072021484,1342.9015060859572,9.140000343322754,76.96857558822177,80.33173087364115,0.20330941677093506,54.83369827270508,5.763707299384065,6.0
2021-05-04 06:06:00-07:00,121.43325805664062,550.6692504882812,35.31938171386719,1342.9015060859572,9.229999542236328,77.10414675985487,80.13362418304908,0.202917218208313,57.75126647949219,5.656286729090058,6.0
2021-05-04 06:07:00-07:00,124.5599594116211,556.7499389648438,35.96376419067383,1342.9015060859572,9.390000343322754,77.23963530247426,79.9353789307656,0.2025834321975708,60.42729187011719,5.552677255255747,6.0
2021-05-04 06:08:00-07:00,128.01211547851562,563.7787475585938,35.823387145996094,1342.9015060859572,9.369999885559082,77.37504431364152,79.73693266263894,0.20225660502910614,62.91310119628906,5.452654746333985,6.0
2021-05-04 06:09:00-07:00,131.24037170410156,569.8641357421875,37.38029479980469,1342.9015060859572,9.3100004196167,77.51037689649917,79.53832708039398,0.20142972469329834,65.45262908935547,5.356061714666196,6.0
2021-05-04 06:10:00-07:00,134.58998107910156,575.2330322265625,37.5383186340332,1342.9015060859572,9.149999618530273,77.64563616107654,79.33955084606858,0.19987471401691437,67.99933624267578,5.262724734858419,6.0
2021-05-04 06:11:00-07:00,138.1974334716797,581.9727783203125,39.2592887878418,1342.9015060859572,9.149999618530273,77.78082522425603,79.14067253290483,0.1985321044921875,70.5587387084961,5.172517320078929,6.0
2021-05-04 06:12:00-07:00,141.74501037597656,588.7969970703125,38.68895721435547,1342.9015060859572,9.119999885559082,77.9159472097806,78.94164693035967,0.19748662412166595,73.23404693603516,5.085269615395656,6.0
2021-05-04 06:13:00-07:00,145.32476806640625,595.7114868164062,37.40370178222656,1342.9015060859572,9.1899995803833,78.05100524949944,78.74250831587038,0.19729040563106537,76.0545425415039,5.0008567609911,6.0
2021-05-04 06:14:00-07:00,148.89674377441406,602.075439453125,38.99335861206055,1342.9015060859572,9.180000305175781,78.18600257263193,78.54321586561231,0.19716209173202515,79.10257720947266,4.919130180058076,6.0
2021-05-04 06:15:00-07:00,152.2379913330078,607.2291870117188,40.03997802734375,1342.9015060859572,9.220000267028809,78.32094214495282,78.34380348813595,0.19715510308742523,82.05484771728516,4.839980518121752,6.0
2021-05-04 06:16:00-07:00,155.61886596679688,611.6776123046875,39.175941467285156,1342.9015060859572,9.359999656677246,78.45582721196917,78.14428441470477,0.19655732810497284,85.01058197021484,4.76329615004871,6.0
2021-05-04 06:17:00-07:00,159.3693389892578,618.9132080078125,38.77803421020508,1342.9015060859572,9.59000015258789,78.59066093678064,77.94465778471151,0.19502376019954681,88.42403411865234,4.6889664779057005,6.0
2021-05-04 06:18:00-07:00,163.00003051757812,625.1612548828125,40.29736328125,1342.9015060859572,9.680000305175781,78.72544649189302,77.74487461651044,0.19451802968978882,91.79975128173828,4.616870216080841,6.0
2021-05-04 06:19:00-07:00,166.47300720214844,629.8591918945312,40.38597106933594,1342.9015060859572,9.619999885559082,78.8601870579991,77.54493665426665,0.19382621347904205,95.20423126220703,4.546911582337831,6.0
2021-05-04 06:20:00-07:00,169.99530029296875,634.510009765625,40.55088424682617,1342.9015060859572,9.539999961853027,78.9948858252335,77.3448753362015,0.19350723922252655,98.47281646728516,4.479010027131992,6.0
2021-05-04 06:21:00-07:00,173.5858917236328,640.20703125,41.43781661987305,1342.9015060859572,9.420000076293945,79.12954599321154,77.14468885388317,0.19325023889541626,101.78736114501953,4.413077994105128,6.0
2021-05-04 06:22:00-07:00,177.3917694091797,646.2711181640625,41.50367736816406,1342.9015060859572,9.510000228881836,79.26417077131754,76.94443139294569,0.19205348193645477,105.1037368774414,4.3490503951236255,6.0
2021-05-04 06:23:00-07:00,180.97976684570312,651.3682250976562,42.306941986083984,1342.9015060859572,9.619999885559082,79.39876337869225,76.74406441246572,0.19060297310352325,108.39154052734375,4.286836246827393,6.0
2021-05-04 06:24:00-07:00,184.97064208984375,658.4061279296875,42.54054641723633,1342.9015060859572,9.720000267028809,79.53332704560296,76.54358379149356,0.1896817833185196,112.01724243164062,4.226360403131033,6.0
2021-05-04 06:25:00-07:00,188.6859588623047,663.9996948242188,42.26749038696289,1342.9015060859572,9.84000015258789,79.66786510235602,76.34299743306016,0.18865758180618286,115.70943450927734,4.167555236658967,6.0
2021-05-04 06:26:00-07:00,192.18296813964844,668.745849609375,42.82172393798828,1342.9015060859572,9.989999771118164,79.80238061979674,76.14230934977367,0.18795634806156158,119.4532241821289,4.110355421076796,6.0
2021-05-04 06:27:00-07:00,194.8274688720703,670.3016967773438,43.59626770019531,1342.9015060859572,9.989999771118164,79.93687695063363,75.94148663396868,0.18736769258975983,122.91552734375,4.054688843662114,6.0
2021-05-04 06:28:00-07:00,198.93417358398438,677.0597534179688,44.160526275634766,1342.9015060859572,10.130000114440918,80.07135736861403,75.74058715263715,0.1869446486234665,127.0628662109375,4.000511730809341,6.0
2021-05-04 06:29:00-07:00,202.3648223876953,680.9649658203125,44.517127990722656,1342.9015060859572,10.369999885559082,80.20582516004924,75.53960414231796,0.18646472692489624,131.2060546875,3.9477648991621,6.0
2021-05-04 06:30:00-07:00,205.3799285888672,681.6416625976562,45.073978424072266,1342.9015060859572,10.5,80.3402836226295,75.33850016422346,0.18576490879058838,134.83009338378906,3.8963844941232644,6.0
2021-05-04 06:31:00-07:00,209.75314331054688,688.9130249023438,45.46857833862305,1342.9015060859572,10.489999771118164,80.47473606673134,75.13727247684666,0.18529778718948364,139.0001678466797,3.8463188550302627,6.0
2021-05-04 06:32:00-07:00,213.88119506835938,695.4696044921875,45.4803581237793,1342.9015060859572,10.600000381469727,80.60918581550362,74.93597017692088,0.1846923977136612,143.15892028808594,3.797531265628613,6.0
2021-05-04 06:33:00-07:00,217.74627685546875,701.3706665039062,45.53512191772461,1342.9015060859572,10.65999984741211,80.74363620490413,74.73456422686837,0.18447856605052948,147.06399536132812,3.749967922425867,6.0
2021-05-04 06:34:00-07:00,221.39805603027344,707.1986083984375,45.56305694580078,1342.9015060859572,10.6899995803833,80.87809058505104,74.5330601367818,0.18418361246585846,150.99166870117188,3.7035858079103963,6.0
2021-05-04 06:35:00-07:00,225.19654846191406,712.2128295898438,45.42294692993164,1342.9015060859572,10.609999656677246,81.01255231905873,74.33144607459286,0.18424232304096222,155.12876892089844,3.6583400213216963,6.0
2021-05-04 06:36:00-07:00,228.8911895751953,715.7799072265625,45.63801574707031,1342.9015060859572,10.699999809265137,81.14702487478047,74.12977155226343,0.18457935750484467,159.2149658203125,3.61420115097716,6.0
2021-05-04 06:37:00-07:00,232.55355834960938,719.3709106445312,45.55674743652344,1342.9015060859572,10.75,81.28151146319311,73.92800230078606,0.1845029592514038,163.15106201171875,3.571122919730791,6.0
2021-05-04 06:38:00-07:00,236.37171936035156,723.206787109375,45.873802185058594,1342.9015060859572,10.75,81.41601558103946,73.72613838157271,0.18461698293685913,167.23089599609375,3.5290686083212273,6.0
2021-05-04 06:39:00-07:00,240.16119384765625,726.7691040039062,47.0883674621582,1342.9015060859572,10.779999732971191,81.55054065051075,73.5241946633831,0.18452250957489014,171.31658935546875,3.4880061301115446,6.0
2021-05-04 06:40:00-07:00,243.7620086669922,729.5018310546875,46.010311126708984,1342.9015060859572,10.850000381469727,81.68509010847652,73.32217409876085,0.18478678166866302,175.40899658203125,3.447902346586618,6.0
2021-05-04 06:41:00-07:00,247.2729034423828,732.1939086914062,46.04861068725586,1342.9015060859572,10.960000038146973,81.81966740785913,73.12007795866947,0.18541981279850006,179.4368133544922,3.408725239013316,6.0
2021-05-04 06:42:00-07:00,250.8317413330078,734.9697265625,46.89656448364258,1342.9015060859572,10.970000267028809,81.9542760177689,72.91788560892942,0.1857202649116516,183.3678436279297,3.3704400841348563,6.0
2021-05-04 06:43:00-07:00,254.57522583007812,738.3427124023438,47.084190368652344,1342.9015060859572,10.949999809265137,82.08891942358457,72.71560992855851,0.18586985766887665,187.36045837402344,3.3330199829602383,6.0
2021-05-04 06:44:00-07:00,258.27740478515625,741.6549072265625,46.73787307739258,1342.9015060859572,10.989999771118164,82.22360112833911,72.51326629093649,0.1860993653535843,191.40159606933594,3.296439522511426,6.0
2021-05-04 06:45:00-07:00,262.0493469238281,745.4371337890625,47.32524490356445,1342.9015060859572,10.890000343322754,82.35832465160138,72.31082562085558,0.18609488010406494,195.70033264160156,3.2606664756119446,6.0
2021-05-04 06:46:00-07:00,265.9359436035156,749.120849609375,46.87247085571289,1342.9015060859572,10.9399995803833,82.49309353084692,72.10833336845278,0.18635904788970947,199.93719482421875,3.2256829454724394,6.0
2021-05-04 06:47:00-07:00,269.7308349609375,752.5621948242188,47.13523483276367,1342.9015060859572,11.029999732971191,82.62791141202803,71.90577379636676,0.18658947944641113,203.94189453125,3.1914611958075385,6.0
2021-05-04 06:48:00-07:00,273.51190185546875,755.7747192382812,47.75233840942383,1342.9015060859572,11.09000015258789,82.76278168804629,71.70313817801406,0.18672221899032593,207.88316345214844,3.1579759097398097,6.0
2021-05-04 06:49:00-07:00,277.15399169921875,758.5695190429688,48.88401412963867,1342.9015060859572,11.170000076293945,82.89770804260354,71.50043513023769,0.18685925006866455,212.15875244140625,3.1252056474538596,6.0
2021-05-04 06:50:00-07:00,281.2690124511719,762.5443725585938,47.94498825073242,1342.9015060859572,11.15999984741211,83.03269408749264,71.29765028804637,0.18737392127513885,216.69493103027344,3.0931261803163514,6.0
2021-05-04 06:51:00-07:00,284.74847412109375,764.6388549804688,48.18215560913086,1342.9015060859572,11.170000076293945,83.16774345440325,71.09480094121875,0.18768547475337982,220.72288513183594,3.061719203874837,6.0
2021-05-04 06:52:00-07:00,288.6907653808594,768.5925903320312,49.16298294067383,1342.9015060859572,11.149999618530273,83.30285979509199,70.89188139595092,0.18761132657527924,224.7952880859375,3.0309635771906924,6.0
2021-05-04 06:53:00-07:00,292.3457946777344,770.9732055664062,48.57676696777344,1342.9015060859572,11.199999809265137,83.43804678153873,70.68890690594796,0.18789200484752655,229.0101318359375,3.0008421083961982,6.0
2021-05-04 06:54:00-07:00,296.2206726074219,774.3807983398438,48.9405403137207,1342.9015060859572,11.199999809265137,83.57330810738938,70.48586215804532,0.18804104626178741,234.07481384277344,2.971333784667438,6.0
2021-05-04 06:55:00-07:00,299.98126220703125,777.2691650390625,48.84134292602539,1342.9015060859572,11.1899995803833,83.7086474868828,70.28275409736464,0.18800954520702362,238.68829345703125,2.942421640504008,6.0
2021-05-04 06:56:00-07:00,303.66583251953125,779.7017211914062,49.18678283691406,1342.9015060859572,11.319999694824219,83.84406865627358,70.07960406572607,0.18876494467258453,241.63385009765625,2.914091307244632,6.0
2021-05-04 06:57:00-07:00,307.2359619140625,781.9436645507812,49.5678825378418,1342.9015060859572,11.470000267028809,83.97957537404011,69.87639695712164,0.18916547298431396,244.596923828125,2.886323909374529,6.0
2021-05-04 06:58:00-07:00,310.9911804199219,784.6749877929688,49.852970123291016,1342.9015060859572,11.470000267028809,84.1151714210772,69.67311189072447,0.18978039920330048,248.5704345703125,2.859100607265296,6.0
2021-05-04 06:59:00-07:00,314.9194641113281,786.6320190429688,49.86288070678711,1342.9015060859572,11.479999542236328,84.25086069318695,69.46977127402101,0.1894845962524414,252.25584411621094,2.8324090078415662,6.0
2021-05-04 07:00:00-07:00,320.6991882324219,789.6019287109375,51.01776123046875,1342.9015060859572,11.569999694824219,84.38664683600814,69.26638555471729,0.18892818689346313,256.2156066894531,2.8062355317544814,7.0
2021-05-04 07:01:00-07:00,326.05682373046875,791.952880859375,51.26799011230469,1342.9015060859572,11.619999885559082,84.52253379241398,69.06294044298691,0.18854178488254547,260.4206848144531,2.78056395458171,7.0
2021-05-04 07:02:00-07:00,329.7201843261719,795.702880859375,51.33866500854492,1342.9015060859572,11.600000381469727,84.65852543887422,68.85943365264077,0.18822459876537323,264.6920166015625,2.7553801888797804,7.0
2021-05-04 07:03:00-07:00,332.4248046875,798.9548950195312,51.54976272583008,1342.9015060859572,11.619999885559082,84.79462567661722,68.65588031532275,0.18791984021663666,268.9007873535156,2.7306727617137763,7.0
2021-05-04 07:04:00-07:00,335.0047912597656,801.1943969726562,51.43850326538086,1342.9015060859572,11.550000190734863,84.930838433134,68.45226567309507,0.18805260956287384,273.3127136230469,2.706427013409245,7.0
2021-05-04 07:05:00-07:00,339.12042236328125,801.0327758789062,51.4886360168457,1342.9015060859572,11.470000267028809,85.06716766117654,68.24860100650984,0.18815918266773224,277.1062927246094,2.682631889105232,7.0
2021-05-04 07:06:00-07:00,342.5345764160156,800.7073974609375,51.44999694824219,1342.9015060859572,11.460000038146973,85.20361734025158,68.04489720945482,0.18839092552661896,280.6268615722656,2.659276628199726,7.0
2021-05-04 07:07:00-07:00,344.9967346191406,803.1624145507812,51.768836975097656,1342.9015060859572,11.5600004196167,85.34019147689827,67.84116004231339,0.1887577623128891,285.02056884765625,2.6363502267610786,7.0
2021-05-04 07:08:00-07:00,349.3735656738281,805.9778442382812,52.01227951049805,1342.9015060859572,11.609999656677246,85.4768941049499,67.63737158537218,0.18904222548007965,290.0413513183594,2.6138394479349567,7.0
2021-05-04 07:09:00-07:00,354.59039306640625,808.6179809570312,52.512840270996094,1342.9015060859572,11.579999923706055,85.61372928706271,67.43352979794389,0.1890113204717636,294.6582946777344,2.5917332938790607,7.0
2021-05-04 07:10:00-07:00,360.15838623046875,813.6257934570312,52.39006042480469,1342.9015060859572,11.619999885559082,85.75070120565624,67.229653346908,0.18883508443832397,299.8349914550781,2.570023335754279,7.0
2021-05-04 07:11:00-07:00,361.9740295410156,816.5493774414062,52.49967956542969,1342.9015060859572,11.600000381469727,85.88781379694399,67.02572870873348,0.1884680986404419,304.9576110839844,2.54869801980184,7.0
2021-05-04 07:12:00-07:00,364.5041809082031,818.7147216796875,52.43617248535156,1342.9015060859572,11.569999694824219,86.02507130235301,66.82176284784752,0.18820972740650177,309.44232177734375,2.527748320048576,7.0
2021-05-04 07:13:00-07:00,368.2825012207031,819.2283935546875,52.82842254638672,1342.9015060859572,11.579999923706055,86.16247790151988,66.61776264486475,0.18784940242767334,314.0892639160156,2.5071654769211413,7.0
2021-05-04 07:14:00-07:00,373.5206298828125,819.2974853515625,53.38427734375,1342.9015060859572,11.699999809265137,86.30003780567426,66.4137369745986,0.18768058717250824,320.2667541503906,2.486941191940416,7.0
2021-05-04 07:15:00-07:00,376.2037048339844,818.8883666992188,54.465999603271484,1342.9015060859572,11.800000190734863,86.43775525670259,66.20967247937145,0.18747656047344208,325.9562683105469,2.467065261795824,7.0
2021-05-04 07:16:00-07:00,378.3121032714844,820.2910766601562,55.30267333984375,1342.9015060859572,11.829999923706055,86.57563452873302,66.00556506018877,0.1873476356267929,330.2694091796875,2.4475287427752197,7.0
2021-05-04 07:17:00-07:00,382.4976806640625,822.7240600585938,56.33060073852539,1342.9015060859572,11.819999694824219,86.71367992848371,65.80141941888104,0.18734966218471527,333.8225402832031,2.4283238157620284,7.0
2021-05-04 07:18:00-07:00,387.36785888671875,824.8865966796875,57.62513732910156,1342.9015060859572,11.760000228881836,86.85189579562365,65.59723586429011,0.18736253678798676,339.043212890625,2.409442494253267,7.0
2021-05-04 07:19:00-07:00,393.1139221191406,828.5042114257812,59.33831787109375,1342.9015060859572,11.710000038146973,86.99028650439914,65.39302212871297,0.18724830448627472,345.4158935546875,2.3908777147174454,7.0
2021-05-04 07:20:00-07:00,398.76361083984375,832.3324584960938,61.16686248779297,1342.9015060859572,11.890000343322754,87.12885646272377,65.18880244995603,0.1873944252729416,352.0418395996094,2.37262407564091,7.0
2021-05-04 07:21:00-07:00,402.85382080078125,832.6266479492188,62.82463073730469,1342.9015060859572,12.109999656677246,87.26761020691924,64.98455756222339,0.18732459843158722,357.2550354003906,2.354672478856996,7.0
2021-05-04 07:22:00-07:00,406.26678466796875,831.8836059570312,63.66661071777344,1342.9015060859572,12.149999618530273,87.40655202985545,64.78026635335942,0.18732969462871552,361.2340087890625,2.3370140123265997,7.0
2021-05-04 07:23:00-07:00,409.37042236328125,832.4807739257812,63.66931915283203,1342.9015060859572,12.119999885559082,87.54568653954999,64.57594164300568,0.18712900578975677,364.9601135253906,2.3196429643162304,7.0
2021-05-04 07:24:00-07:00,412.41290283203125,833.6713256835938,63.26848220825195,1342.9015060859572,12.100000381469727,87.6850182888557,64.37159293306239,0.18715225160121918,368.6077880859375,2.3025534856784966,7.0
2021-05-04 07:25:00-07:00,416.4200439453125,837.0150146484375,62.749916076660156,1342.9015060859572,12.100000381469727,87.82455186753168,64.16722245613121,0.18706589937210083,372.0979919433594,2.2857392857925984,7.0
2021-05-04 07:26:00-07:00,420.8858642578125,840.0281372070312,63.197044372558594,1342.9015060859572,12.170000076293945,87.96429190399795,63.96283636467211,0.1869329810142517,377.0438232421875,2.2691945738851746,7.0
2021-05-04 07:27:00-07:00,424.7744140625,840.803466796875,63.884033203125,1342.9015060859572,12.199999809265137,88.10424306573105,63.75842496525391,0.1867523044347763,381.783935546875,2.25291246541925,7.0
2021-05-04 07:28:00-07:00,428.7074279785156,843.0537109375,64.52627563476562,1342.9015060859572,12.220000267028809,88.24441005973671,63.55399254822014,0.18651334941387177,385.82080078125,2.236887395629196,7.0
2021-05-04 07:29:00-07:00,433.7021789550781,845.479736328125,65.79425048828125,1342.9015060859572,12.3100004196167,88.38479763431457,63.349548105849564,0.18641287088394165,391.0061340332031,2.2211143140302103,7.0
2021-05-04 07:30:00-07:00,439.04736328125,846.1199951171875,67.67375183105469,1342.9015060859572,12.34000015258789,88.525410578194,63.14508034567582,0.18622170388698578,397.2652587890625,2.2055867683982,7.0
2021-05-04 07:31:00-07:00,444.9559020996094,848.0699462890625,70.5800552368164,1342.9015060859572,12.289999961853027,88.66625372235319,62.94058881259767,0.186189666390419,404.08642578125,2.1902993281047896,7.0
2021-05-04 07:32:00-07:00,450.7271728515625,848.1990356445312,73.49042510986328,1342.9015060859572,12.319999694824219,88.80733203515251,62.73608983498323,0.18587316572666168,411.0865478515625,2.175247947491293,7.0
2021-05-04 07:33:00-07:00,457.10760498046875,850.1922607421875,76.38207244873047,1342.9015060859572,12.270000457763672,88.94865024430436,62.5315699216185,0.18580316007137299,417.6844482421875,2.1604265148610478,7.0
2021-05-04 07:34:00-07:00,462.9718933105469,851.5427856445312,79.80699920654297,1342.9015060859572,12.279999732971191,89.09021340630102,62.32704330805569,0.18578003346920013,424.6041259765625,2.1458310895563084,7.0
2021-05-04 07:35:00-07:00,468.6141662597656,852.2913818359375,81.32160186767578,1342.9015060859572,12.369999885559082,89.23202652736143,62.12251297227937,0.18574891984462738,430.798583984375,2.1314570259675363,7.0
2021-05-04 07:36:00-07:00,474.2312927246094,853.056396484375,84.0556640625,1342.9015060859572,12.40999984741211,89.37409465983853,61.91796826213776,0.18554556369781494,436.5804138183594,2.1172988678758884,7.0
2021-05-04 07:37:00-07:00,478.9035949707031,851.9544067382812,86.34796905517578,1342.9015060859572,12.390000343322754,89.51642290273952,61.713409706598554,0.1854136437177658,442.0169982910156,2.1033520931823695,7.0
2021-05-04 07:38:00-07:00,483.1005859375,851.1669921875,88.38858795166016,1342.9015060859572,12.5,89.65901640231925,61.508855650111556,0.18520408868789673,447.752685546875,2.089613492996219,7.0
2021-05-04 07:39:00-07:00,462.9384765625,800.5960083007812,90.28294372558594,1342.9015060859572,12.449999809265137,89.80188035395201,61.304281546243736,0.1852843016386032,444.4136962890625,2.0760770925494088,7.0
2021-05-04 07:40:00-07:00,459.90655517578125,788.7649536132812,91.9224853515625,1342.9015060859572,12.3100004196167,89.94502000143302,61.09969518514407,0.1828189641237259,383.8680114746094,2.0627392257382575,7.0
2021-05-04 07:41:00-07:00,501.6223449707031,861.964599609375,94.28534698486328,1342.9015060859572,12.329999923706055,90.08844063887034,60.89511978223756,0.184853196144104,469.7789611816406,2.049597294976008,7.0
2021-05-04 07:42:00-07:00,507.29583740234375,863.190673828125,96.60176849365234,1342.9015060859572,12.399999618530273,90.23214761133147,60.6905468579218,0.18525546789169312,478.6463928222656,2.0366467362349177,7.0
2021-05-04 07:43:00-07:00,516.3367919921875,862.9150390625,103.63713073730469,1342.9015060859572,12.40999984741211,90.37614631548365,60.48596825842459,0.18499590456485748,489.152587890625,2.023883146595537,7.0
2021-05-04 07:44:00-07:00,531.4885864257812,864.5921630859375,115.90523529052734,1342.9015060859572,12.65999984741211,90.52044229839873,60.2814106909358,0.18481694161891937,506.0721130371094,2.0113043859043986,7.0
2021-05-04 07:45:00-07:00,549.0034790039062,867.5186767578125,130.77085876464844,1342.9015060859572,12.9399995803833,90.66504086967194,60.076857633509576,0.18446886539459229,524.4934692382812,1.9989057206661343,7.0
2021-05-04 07:46:00-07:00,562.6993408203125,868.1621704101562,142.25997924804688,1342.9015060859572,12.989999771118164,90.80994768398648,59.87228870051932,0.18397201597690582,537.3633422851562,1.98668234510568,7.0
2021-05-04 07:47:00-07:00,576.156982421875,866.481689453125,154.4504852294922,1342.9015060859572,12.970000267028809,90.95516835496312,59.66771891820202,0.1835610419511795,550.3864135742188,1.974631688455508,7.0
2021-05-04 07:48:00-07:00,584.234375,864.400634765625,161.39532470703125,1342.9015060859572,12.970000267028809,91.10070855254315,59.463157146003766,0.1832668036222458,553.8754272460938,1.962750865456995,7.0
2021-05-04 07:49:00-07:00,591.8154296875,869.2384643554688,164.21401977539062,1342.9015060859572,13.039999961853027,91.24657400502952,59.258608772380214,0.18349023163318634,547.784423828125,1.951036853922883,7.0
2021-05-04 07:50:00-07:00,582.6298828125,855.8759765625,159.7946014404297,1342.9015060859572,12.979999542236328,91.39277049851074,59.05405899640812,0.1667872667312622,240.84913635253906,1.9394855693728705,7.0
2021-05-04 07:51:00-07:00,550.4359130859375,784.7864990234375,153.55587768554688,1342.9015060859572,12.949999809265137,91.53930387895491,58.849522210023025,0.1759912222623825,494.4571838378906,1.9280946722156955,7.0
2021-05-04 07:52:00-07:00,338.1178283691406,428.2204895019531,144.6030731201172,1342.9015060859572,12.9399995803833,91.68618005298072,58.64499897381109,0.18240858614444733,416.4488525390625,1.9168611053029327,7.0
2021-05-04 07:53:00-07:00,500.9883728027344,715.439208984375,117.64866638183594,1342.9015060859572,12.869999885559082,91.83340498865334,58.4404843917588,0.18393085896968842,516.5638427734375,1.9057815954828587,7.0
2021-05-04 07:54:00-07:00,531.2432861328125,848.6988525390625,100.24959564208984,1342.9015060859572,13.029999732971191,91.98098471765098,58.236002565988585,0.18409520387649536,521.7962646484375,1.8948544997379317,7.0
2021-05-04 07:55:00-07:00,554.7836303710938,883.7278442382812,98.83749389648438,1342.9015060859572,13.079999923706055,92.12892543406224,58.03152812245665,0.18271099030971527,492.6859436035156,1.8840755895044066,7.0
2021-05-04 07:56:00-07:00,552.7627563476562,882.3036499023438,93.85276794433594,1342.9015060859572,12.84000015258789,92.27723309953342,57.827049203430285,0.18356271088123322,522.126953125,1.8734414793169423,7.0
2021-05-04 07:57:00-07:00,540.0630493164062,849.619873046875,91.3342514038086,1342.9015060859572,12.529999732971191,92.42591403934489,57.62258431590211,0.18332962691783905,522.4382934570312,1.8629504332934625,7.0
2021-05-04 07:58:00-07:00,548.6453857421875,881.0201416015625,84.59068298339844,1342.9015060859572,12.539999961853027,92.57497454672108,57.41816454316433,0.18313173949718475,521.904296875,1.8526013641543284,7.0
2021-05-04 07:59:00-07:00,550.6790161132812,886.4027099609375,81.528564453125,1342.9015060859572,12.630000114440918,92.72442098422073,57.213772805875315,0.18284495174884796,524.3170166015625,1.8423907775668134,7.0
2021-05-04 08:00:00-07:00,554.5890502929688,891.0810546875,80.78024291992188,1342.9015060859572,12.680000305175781,92.87425978323768,57.00940151876678,0.18267548084259033,528.4993896484375,1.8323157545820747,8.0
2021-05-04 08:01:00-07:00,558.4830932617188,893.6121215820312,80.24854278564453,1342.9015060859572,12.8100004196167,93.02449744634902,56.80506110593313,0.18239174783229828,532.6580810546875,1.8223743287499177,8.0
2021-05-04 08:02:00-07:00,563.7018432617188,896.3167724609375,81.48299407958984,1342.9015060859572,12.770000457763672,93.17514054825904,56.6007346417979,0.18196600675582886,536.73828125,1.8125632629439652,8.0
2021-05-04 08:03:00-07:00,566.1527709960938,898.5938110351562,79.27444458007812,1342.9015060859572,12.770000457763672,93.32619573680267,56.39643919029463,0.1817265748977661,538.042236328125,1.8028810213716255,8.0
2021-05-04 08:04:00-07:00,567.7108764648438,899.8885498046875,77.65904235839844,1342.9015060859572,12.729999542236328,93.47766973533533,56.19217044920893,0.181413933634758,538.397216796875,1.7933250899745452,8.0
2021-05-04 08:05:00-07:00,571.0632934570312,900.0343627929688,78.00834655761719,1342.9015060859572,12.5,93.62956934233335,55.98791928190625,0.18122301995754242,540.6414184570312,1.7838927987811346,8.0
2021-05-04 08:06:00-07:00,576.1213989257812,900.6179809570312,80.6243667602539,1342.9015060859572,12.210000038146973,93.78190153618692,55.78369662222346,0.18092627823352814,545.184326171875,1.7745824620813608,8.0
2021-05-04 08:07:00-07:00,580.9011840820312,902.4713134765625,81.25839233398438,1342.9015060859572,12.270000457763672,93.93467306734357,55.57953341407047,0.18073682487010956,549.3650512695312,1.7653933154807766,8.0
2021-05-04 08:08:00-07:00,582.5203247070312,902.7329711914062,79.0995101928711,1342.9015060859572,12.479999542236328,94.08789107227835,55.37541650520073,0.18054312467575073,551.5175170898438,1.7563226282140736,8.0
2021-05-04 08:09:00-07:00,583.1011962890625,903.7882080078125,77.04691314697266,1342.9015060859572,12.670000076293945,94.24156266777743,55.171335410454866,0.18032215535640717,552.9526977539062,1.7473678660954695,8.0
2021-05-04 08:10:00-07:00,584.7958374023438,904.8963012695312,74.95747375488281,1342.9015060859572,12.739999771118164,94.3956950526063,54.96728489450474,0.18014420568943024,554.6852416992188,1.7385267926873014,8.0
2021-05-04 08:11:00-07:00,587.7413940429688,906.0828857421875,74.95913696289062,1342.9015060859572,12.640000343322754,94.55029551011404,54.76326336274147,0.18002672493457794,558.53515625,1.7297973844058154,8.0
2021-05-04 08:12:00-07:00,590.9239501953125,908.3311157226562,73.61946105957031,1342.9015060859572,12.5600004196167,94.70537140942747,54.55928561295096,0.17986935377120972,562.2518920898438,1.7211783545650552,8.0
2021-05-04 08:13:00-07:00,591.7236328125,909.8987426757812,70.52168273925781,1342.9015060859572,12.489999771118164,94.86093020662844,54.3553525962044,0.17988671362400055,564.7408447265625,1.712667855334561,8.0
2021-05-04 08:14:00-07:00,592.1102905273438,910.1329345703125,69.14022827148438,1342.9015060859572,12.210000038146973,95.01697944748986,54.15145121227365,0.179655060172081,566.4014282226562,1.7042635047007393,8.0
2021-05-04 08:15:00-07:00,594.3092041015625,910.6524047851562,67.95046997070312,1342.9015060859572,12.020000457763672,95.17352676722714,53.947603410970984,0.1795622557401657,569.1372680664062,1.6959644072891835,8.0
2021-05-04 08:16:00-07:00,598.0744018554688,911.8519287109375,67.71416473388672,1342.9015060859572,12.020000457763672,95.33057989328825,53.74381740596036,0.17956148087978363,572.8353881835938,1.6877691157477928,8.0
2021-05-04 08:17:00-07:00,603.9153442382812,912.2279663085938,69.71583557128906,1342.9015060859572,12.119999885559082,95.48814675246808,53.540088588802654,0.17947162687778473,578.99609375,1.6796757007965004,8.0
