SAM System Power
0
0
0
0
0
0
0
418.93
1179.83
2912.32
3363.33
3640.78
3683.21
2960.92
2587.01
2399.32
1412.34
48.3248
0
0
0
0
0
0
0
0
0
0
0
0
0
746.113
1979.05
2822.15
3341.63
3631.39
3667.52
2868.89
2976.8
1677.94
1303.52
429.689
0
0
0
0
0
0
0
0
0
0
0
0
0
776.395
1997.47
2798.52
3369.63
3540.17
3466.47
2691.33
1325.26
1641.39
1840.4
140.039
0
0
0
0
0
0
0
0
0
0
0
0
0
738.644
1976.46
2833.11
3388.52
3686.94
3714.74
3497.47
3002.86
2293.24
1235.8
379.582
0
0
0
0
0
0
0
0
0
0
0
0
0
728.368
1923.53
2778.7
3284.91
3584.3
3580.72
3387.54
2983.24
2333.34
1225.78
371.053
0
0
0
0
0
0
0
0
0
0
0
0
0
682.513
1760.33
2221.81
3282.08
3659.8
3343.07
3274.74
2853.85
2370.56
1292.12
375.966
0
0
0
0
0
0
0
0
0
0
0
0
0
731.604
1894.7
2699.51
3265.62
3504.3
3315.32
3410.78
2727.94
2243.87
1226.41
222.087
0
0
0
0
0
0
0
0
0
0
0
0
0
178.247
845.754
586.59
1149.82
542.393
1547.35
558.22
302.308
460.662
631.945
148.018
0
0
0
0
0
0
0
0
0
0
0
0
0
758.482
1971.61
2843.45
3450.77
3798.07
3859.09
3625.67
3205.64
2459.5
1383.78
398.864
0
0
0
0
0
0
0
0
0
0
0
0
0
809.368
1871.67
2327.85
2483.72
3546
3032.32
3652.27
3193.64
1846.18
1308.93
73.5524
0
0
0
0
0
0
0
0
0
0
0
0
0
444.747
1916.04
2425.17
2652.4
2973.53
3123.27
2379.85
1988.93
1736.17
1428.2
81.3737
0
0
0
0
0
0
0
0
0
0
0
0
0
1356.88
1487.3
2498.88
2955.53
2250.48
2003.7
860.699
1447.35
927.692
646.046
81.681
0
0
0
0
0
0
0
0
0
0
0
0
0
386.273
1120.21
2118.2
1667.69
627.986
1365.72
3544.72
1671.23
775.477
644.384
248.31
0
0
0
0
0
0
0
0
0
0
0
0
0
782.558
1943.86
2807.04
3422.43
3598.72
3843.1
3587.78
3108.62
2298.96
1410.75
435.725
0
0
0
0
0
0
0
0
0
0
0
0
0
1396.52
2164.07
2398.76
3207.26
1941.36
1081.09
570.975
1379.94
2259.75
1353.13
325.065
0
0
0
0
0
0
0
0
0
0
0
0
0
798.743
1962.62
2757.04
3338.27
3678.55
3738.69
3555.9
3080.93
1492.62
1517.4
391.882
0
0
0
0
0
0
0
0
0
0
0
0
0
523.471
804.809
1330.27
1368.34
1804.15
2071.98
1920.44
2210.65
1350.75
870.126
96.331
0
0
0
0
0
0
0
0
0
0
0
0
0
1036.67
951.903
1686.2
1585.28
2164.16
1331.86
430.413
289.475
431.521
311.615
16.1585
0
0
0
0
0
0
0
0
0
0
0
0
0
452.902
776.084
1333.71
1573.47
987.271
1358.8
2389.4
1486.27
2012.64
1481.78
319.562
0
0
0
0
0
0
0
0
0
0
0
0
0
562.5
1972.44
2793.14
3425.7
3645.84
3598.05
1214.38
675.419
822.482
881.768
57.7758
0
0
0
0
0
0
0
0
0
0
0
0
0
623.262
1746.9
2611.97
2715.25
2889.83
3348.02
2096.31
100.392
1648.76
985.551
345.935
0
0
0
0
0
0
0
0
0
0
0
0
0
1540.15
1987.51
2393.27
3041.72
3256.22
3259.88
3046.31
2236.82
1670.17
1090.66
193.19
0
0
0
0
0
0
0
0
0
0
0
0
0
231.018
1287.54
2498.04
3027.59
3684.34
3747.66
3599.9
3143.75
2469.59
1501.26
499.691
0
0
0
0
0
0
0
0
0
0
0
0
0
799.347
1992.59
2833.51
3390.35
3743.72
3844.46
3676.14
3246.05
2533.31
1545.32
528.508
0
0
0
0
0
0
0
0
0
0
0
0
0
760.003
2049.97
2878.47
3555.85
3550.85
4119.37
1390.03
1772.32
733.514
1013.41
373.337
0
0
0
0
0
0
0
0
0
0
0
0
0
268.987
437.018
1496.17
1156.57
265.206
217.557
290.199
369.226
272.263
70.507
19.1137
0
0
0
0
0
0
0
0
0
0
0
0
0
1172.59
1229.97
1953.3
2212.03
1290.86
2194.87
2857.13
2962.6
2114.91
1525.73
495.902
0
0
0
0
0
0
0
0
0
0
0
0
0
798.61
2225.68
3017.59
3444.61
3707.12
3769.09
3542.7
3150.92
2518.18
1544.6
511.993
0
0
0
0
0
0
